id	goodinfo	condemn	qAnswered	totalCorrect	percCorrect	ansall	dowork	doromantic	doacademic	dodrugs	trustswork	trustsromantic	trustsacademic	trustsdrugs	trustgwork	trustgromantic	trustgacademic	trustgdrugs	likework	likeromantic	likeacademic	likedrugs	compq1work	compq1romantic	compq1academic	compq1drugs	compq2work	compq2romantic	compq2academic	compq2drugs	compq3work	compq3romantic	compq3academic	compq3drugs	compq4work	compq4romantic	compq4academic	compq4drugs	sumdo	sumtrusts	sumtrustg	sumlike	sumtotal	age	gender	edu	income	generaltrust	previousexperience
263	1	0	16	16	1	1	5	5	2	4	3	4	4	1	2	4	3	2	2	4	4	2	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	4	3	2.75	3	3.1875	23	1	5	1	4	1
264	0	1	16	16	1	1	4	1	6	3	4	5	2	4	6	4	2	3	3	3	1	3	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.5	3.75	3.75	2.5	3.625	21	1	4	1	3	1
265	0	0	16	15	0.9375	1	3	4	4	4	3	5	3	3	2	6	3	4	2	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	3	2	2	2	4.25	3.5	3.75	3.5	3.75		1				
266	0	1	16	16	1	1	3	3	3	3	5	7	4	5	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5	5.25	4	4	4.5625	20	1	4	1	4	2
267	1	1	16	16	1	1	2	2	2	2	5	4	4	6	5	4	4	5	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	4.75	4.5	4	4.8125	27	1	4	5	6	1
268	1	0	16	16	1	1	1	3	3	2	7	4	6	5	5	5	6	4	5	5	5	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.75	5.5	5	4.75	5.25	25	2	6	8	6	1
269	1	1	16	16	1	1	2	2	2	3	6	7	6	5	6	6	6	5	5	6	6	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	6	5.75	5.5	5.75	24	1	5	6	5	3
270	0	0	16	16	1	1	4	4	4	4	1	4	4	4	1	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	3.25	3.25	4	3.625	33	2	5	6	5	1
271	0	0	16	16	1	1	4	4	4	4	3	4	3	4	4	4	3	4	3	4	3	3	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	3.5	3.75	3.25	3.625	26	1	2	1	2	2
272	0	0	4	3	0.75	0				6				3				2				3				3				1				3				2	2	3	2	3	2.5		2				
273	1	1	16	16	1	1	1	1	1	1	7	7	7	7	6	7	6	6	5	6	6	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	7	6.25	5.5	6.4375	29	2	4	4	6	1
274	1	0	16	16	1	1	2	2	2	3	6	6	6	5	5	6	5	5	5	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.75	5.75	5.25	5.25	5.5	29	1	4	6	5	1
275	0	1	16	16	1	1	4	4	4	4	4	4	4	4	3	4	4	4	4	6	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4	4	3.75	4.5	4.0625	23	2	5	1	5	3
276	1	0	16	16	1	1	6	2	6	6	4	6	6	7	4	6	5	5	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	3	5.75	5	5	4.6875	22	1	5	1	6	1
277	1	1	16	16	1	1	3	3	3	3	5	5	5	5	5	5	5	5	4	5	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5	5	5	4.25	4.8125	23	1	5	2	5	1
278	0	0	16	16	1	1	2	2	2	2	5	5	5	5	5	5	5	5	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	6	5	5	4	5	28	1	6	3	5	1
279	1	0	16	16	1	1	2	4	2	2	6	5	6	6	5	4	5	5	5	4	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.5	5.75	4.75	4.75	5.1875	20	1	4	1	4	2
280	0	1	16	16	1	1	5	4	3	3	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.25	5	5	5	4.8125	34	1	3	6	5	1
281	1	1	16	16	1	1	1	1	1	1	6	7	7	7	6	6	6	7	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	6.75	6.25	6	6.5	57	2	4	5	7	1
282	1	0	16	16	1	1	5	5	2	6	4	4	4	4	3	4	5	4	3	3	4	3	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	3.5	4	4	3.25	3.6875	19	1	4	1	4	1
283	0	1	8	7	0.875	0			5	3			6	5			6	5			3	3			1	1			1	3			3	3			1	1	4	5.5	5.5	3	4.5		1				
284	1	1	16	16	1	1	3	2	2	2	5	6	5	5	5	5	5	5	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	5.25	5	5	5.25	34	1	5	7	5	1
285	0	0	16	16	1	1	3	4	4	2	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.75	5	5	5	4.9375	31	1	3	10	5	1
286	1	1	16	15	0.9375	1	3	2	2	2	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	2	1	2	1	1	3	3	3	3	1	1	1	1	5.75	5	5	5	5.1875		1				
287	0	1	8	7	0.875	0		2		4		6		5		6		5		6		5		1		1		1		1		3		2		1		1	5	5.5	5.5	5.5	5.375		1				
288	0	0	16	16	1	1	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	6	4	4	4	4.5	36	2	4	1	4	1
289	0	0	16	16	1	1	6	4	2	4	6	4	3	4	4	4	7	5	4	4	5	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4.25	5	4.5	4.4375	28	1	2	6	5	2
290	1	1	16	16	1	1	2	2	2	2	6	7	6	6	6	7	5	6	5	7	4	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	6.25	6	5.25	5.875	24	2	5	5	5	1
291	0	1	16	16	1	1	5	2	4	5	5	4	4	3	4	5	3	3	3	4	3	3	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4	4	3.75	3.25	3.75	35	1	4	10	5	1
292	1	1	16	16	1	1	2	3	2	2	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	5	5	5	5.1875	22	1	5	2	3	1
293	0	1	16	16	1	1	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.5	4	4	4	4.125	29	1	5	3	4	1
294	1	0	16	16	1	1	2	4	2	3	6	5	6	6	6	5	6	5	5	5	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.25	5.75	5.5	5.5	5.5	25	2	5	5	7	2
295	1	1	16	16	1	1	4	4	4	4	4	3	3	4	3	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4	3.5	3.75	4	3.8125	31	1	6	9	5	2
296	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	29	2	6	8	4	1
297	1	0	16	16	1	1	5	3	3	4	4	5	6	4	5	5	5	4	5	5	5	3	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	4.25	4.75	4.75	4.5	4.5625	24	1	5	8	5	2
298	0	1	16	16	1	1	2	3	3	2	5	4	5	5	4	4	4	3	3	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.5	4.75	3.75	3.75	4.4375	26	2	5	7	5	1
299	0	0	16	16	1	1	4	4	4	4	1	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	2.5	1	1	2.125	20	1	4	1	4	1
300	1	0	16	16	1	1	2	2	2	2	6	6	5	6	6	6	5	6	5	4	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	5.75	5.75	4.75	5.5625	21	1	4	2	4	1
301	1	1	12	11	0.916666687	0	3		2	2	5		5	6	4		4	4	4		4	4	2		2	2	1		1	1	3		3	1	1		1	1	5.666666985	5.333333492	4	4	4.75		1				
302	0	0	16	16	1	1	4	3	3	3	4	4	4	5	4	5	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.75	4.25	4.25	4	4.3125	20	1	4	3	5	1
303	1	0	16	16	1	1	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	6	6	6	6	22	2	4	4	5	3
304	0	1	16	16	1	1	2	5	1	2	5	5	6	6	5	5	6	6	4	5	6	6	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.5	5.5	5.5	5.25	5.4375	28	2	2	7	6	1
305	1	0	16	16	1	1	1	1	2	2	6	7	6	6	7	7	6	4	4	4	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.5	6.25	6	5	5.9375	20	1	4	1	5	1
306	1	1	16	16	1	1	4	4	4	4	2	5	5	5	3	5	5	3	3	6	4	3	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4	4.25	4	4	4.0625	26	2	5	6	2	3
307	0	1	16	16	1	1	2	3	4	2	5	4	4	5	5	4	3	5	5	4	3	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.25	4.5	4.25	4.25	4.5625	22	1	5	3	4	2
308	0	0	16	16	1	1	1	1	1	1	5	1	1	1	5	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	7	2	2	1.5	3.125	22	1	4	6	4	1
309	1	1	16	16	1	1	4	2	4	2	4	4	4	4	2	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5	4	3.5	4	4.125	20	2	4	3	3	1
310	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	25	2	2	7	7	2
311	0	0	16	16	1	1	2	4	2	3	5	4	4	6	5	4	4	4	5	4	4	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5.25	4.75	4.25	4.5	4.6875	24	2	4	4	3	3
312	1	1	16	16	1	1	3	4	4	3	4	5	3	3	5	4	3	4	4	4	4	3	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4.5	3.75	4	3.75	4	19	1	4	2	5	1
313	1	0	4	1	0.25	0				4				4				3				4				1				3				2				2	4	4	3	4	3.75		1				
314	0	0	16	16	1	1	3	4	3	4	4	3	4	5	3	3	4	4	4	4	5	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.5	4	3.5	4.25	4.0625	22	1	5	1	3	1
315	0	1	16	16	1	1	1	2	4	2	5	5	3	5	4	2	2	5	4	4	3	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.75	4.5	3.25	3.75	4.3125	24	1	6	5	5	4
316	0	1	16	16	1	1	4	5	5	5	4	4	4	4	5	5	5	5	5	4	5	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	3.25	4	5	4.5	4.1875	20	1	4	7	4	3
317	1	0	16	16	1	1	1	1	7	3	7	7	7	4	7	7	7	4	5	6	7	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5	6.25	6.25	5.5	5.75	35	2	5	8	7	1
318	0	1	16	16	1	1	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6	6	6	6	6	33	2	4	6	5	1
319	0	1	16	16	1	1	4	2	4	5	4	5	3	4	5	7	5	4	5	6	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.25	4	5.25	4.75	4.5625	35	1	4	5	5	1
320	1	0	16	16	1	1	2	2	2	2	5	6	5	6	6	6	6	6	5	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	5.5	6	5.75	5.8125	25	1	5	4	5	2
321	1	1	16	16	1	1	1	1	1	1	7	7	7	7	6	7	6	6	5	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	7	6.25	5.25	6.375	26	1	5	5	6	1
322	0	1	4	3	0.75	0				4				3				2				2				1				1				1				1	4	3	2	2	2.75		2				
323	0	1	16	16	1	1	5	6	3	6	3	2	4	2	2	2	4	1	5	1	6	2	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	3	2.75	2.25	3.5	2.875	23	1	4	2	5	1
324	1	1	16	16	1	1	2	2	5	1	5	6	4	5	5	4	4	5	5	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.5	5	4.5	4.25	4.8125	29	1	5	6	5	1
325	1	1	16	16	1	1	6	2	2	3	3	5	3	5	3	4	3	4	3	4	3	3	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4.75	4	3.5	3.25	3.875	22	1	4	5	6	2
326	0	0	16	16	1	1	3	5	4	3	5	5	4	7	5	5	4	5	5	5	4	7	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.25	5.25	4.75	5.25	4.875	32	1	5	9	5	1
327	1	0	16	16	1	1	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	6	6	6	6	24	1	5	6	5	2
328	1	1	16	16	1	1	2	3	1	1	6	5	6	6	5	6	5	6	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.25	5.75	5.5	6	5.875	28	1	5	8	6	1
329	1	1	8	7	0.875	0			2	1			7	7			6	5			5	6			2	2			1	2			3	3			1	1	6.5	7	5.5	5.5	6.125		2				
330	1	1	16	16	1	1	1	3	1	1	5	4	5	5	6	4	5	6	5	5	4	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.5	4.75	5.25	4.75	5.3125	20	1	4	1	3	1
331	0	0	16	16	1	1	2	1	4	1	6	6	4	6	6	5	5	6	6	5	4	6	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	6	5.5	5.5	5.25	5.5625	23	1	4	1	5	1
332	1	0	16	16	1	1	2	2	2	2	6	5	5	5	6	5	5	5	6	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	5.25	5.25	5.25	5.4375	29	1	5	9	5	2
333	0	0	4	3	0.75	0		4				4				4				4				1				1				2				2			4	4	4	4	4		2				
334	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	35	2	3	6	4	1
335	0	1	16	16	1	1	3	2	4	3	5	5	4	5	5	5	4	5	4	6	3	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5	4.75	4.75	4.5	4.75	28	2	6	4	5	2
336	1	0	16	16	1	1	1	1	1	2	6	7	6	6	5	6	5	5	5	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.75	6.25	5.25	5.25	5.875	21	1	4	4	5	2
337	0	0	16	16	1	1	2	3	2	1	4	5	6	5	4	4	6	5	4	5	4	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	6	5	4.75	4.5	5.0625	32	1	3	6	4	1
338	1	1	8	7	0.875	0		2	2			5	5			4	5			4	4			2	2			1	2			3	3			1	1		6	5	4.5	4	4.875		2				
339	1	0	16	16	1	1	2	2	1	1	6	6	7	7	6	7	6	7	6	7	7	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.5	6.5	6.5	6.5	6.5	52	2	6	7	6	3
340	1	0	16	16	1	1	2	2	2	2	6	6	6	6	5	5	5	5	5	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	6	5	5.25	5.5625	26	1	5	7	6	1
341	0	0	4	3	0.75	0	5				4				5				5				1				1				1				2				3	4	5	5	4.25		2				
342	0	0	16	16	1	1	4	2	2	2	5	4	2	5	2	2	2	4	5	5	5	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5.5	4	2.5	5	4.25	30	1	2	4	2	2
343	1	0	16	16	1	1	1	1	1	1	7		7	6	7	7	7	6	7	7	7	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	7	6.666666508	6.75	6.75	6.791666508	52	2	2	1	4	1
344	1	1	16	16	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	7	7	7	7	25	1	6	5	5	1
345	0	1	16	16	1	1	3	3	3	3	4	5	5	4	4	4	4	4	4	5	4	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5	4.5	4	4.5	4.5	24	1	4	5	3	2
346	0	1	16	16	1	1	3	4	6	3	5	5	5	3	5	5	5	5	4	5	4	3	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4	4.5	5	4	4.375	27	1	5	1	5	1
347	0	1	16	16	1	1	2	2	5	4	6	6	3	3	5	5	4	4	5	6	3	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.75	4.5	4.5	4.5	4.5625	18	2	4	9	5	1
348	1	0	16	16	1	1	1	1	3	1	7	6	4	7	6	6	5	5	5	7	5	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.5	6	5.5	5.75	5.9375	29	1	5	7	6	1
349	1	1	16	14	0.875	1	4	4	4	4	4	4	4	4	4	4	4	4	3	3	4	4	2	2	2	3	1	1	1	2	3	3	3	3	1	1	1	1	4	4	4	3.5	3.875		1				
350	1	1	16	16	1	1	2	1	1	2	6	6	5	6	6	6	5	5	5	7	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.5	5.75	5.5	5.5	5.8125	23	1	5	1	6	1
351	0	1	16	16	1	1	4	6	6	5	3	2	4	2	4	4	4	2	3	4	5	2	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	2.75	2.75	3.5	3.5	3.125	27	1	4	5	5	1
352	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	33	1	4	9	4	1
353	1	0	16	16	1	1	3	2	2	2	5	7	4	5	5	4	5	5	5	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.75	5.25	4.75	5.25	5.25	32	1	5	9	5	1
354	0	1	16	16	1	1	3	4	2	2	4	2	4	3	4	3	4	2	5	3	3	3	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.25	3.25	3.25	3.5	3.8125	21	2	4	3	6	2
355	1	0	16	16	1	1	1	1	1	1	5	4	4	4	5	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	7	4.25	4.25	4	4.875	34	1	4	9	6	1
356	0	1	16	16	1	1	1	1	2	2	5	6	6	7	5	5	6	6	5	7	5	6	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.5	6	5.5	5.75	5.9375	23	1	4	10	7	1
357	1	1	16	15	0.9375	1	2	1	2	1	6	7	6	6	6	6	5	5	5	5	5	5	2	2	2	2	1	1	1	2	3	3	3	3	1	1	1	1	6.5	6.25	5.5	5	5.8125		2				
358	1	1	16	16	1	1	3	2	2	2	3	5	4	3	4	5	4	3	4	4	3	2	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	3.75	4	3.25	4.1875	32	1	4	6	4	2
359	0	0	16	16	1	1	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	6	4	4	4	4.5	19	1	4	5	6	1
360	0	1	16	16	1	1	1	1	1	1	5	6	6	5	3	6	5	6	3	5	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	7	5.5	5	4	5.375	24	1	2	3	5	
361	1	1	16	16	1	1	3	2	2	2	6	6	6	5	6	5	5	5	6	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	5.75	5.25	5.5	5.5625	26	1	5	4	5	2
362	1	0	16	15	0.9375	1	5	4	2	3	5	4	4	4	4	4	5	5	4	4	4	3	2	2	2	2	1	2	1	1	3	3	3	3	2	2	2	2	4.5	4.25	4.5	3.75	4.25		2				
363	0	0	16	16	1	1	4	2	4	4	5	3	5	5	5	5	3	4	4	3	5	3	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.5	4.5	4.25	3.75	4.25	35	1	5	7	5	1
364	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	33	2	4	6	6	3
365	1	0	16	16	1	1	3	3	3	2	5	5	5	5	5	5	5	5	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.25	5	5	4	4.8125	23	1	5	5	4	1
366	0	1	16	16	1	1	2	2	2	2	5	5	4	5	5	3	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6	4.75	4	4	4.6875	24	1	5	4	3	1
367	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	34	2	3	6	5	1
368	0	0	16	16	1	1	2	2	2	2	6	6	5	6	5	4	5	4	4	5	4	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	6	5.75	4.5	4.5	5.1875	45	1	6	5	6	1
369	0	0	16	15	0.9375	1	4	4	5	2	5	4	4	5	5	4	4	5	5	4	4	5	3	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.25	4.5	4.5	4.5	4.4375		1				
370	1	0	16	16	1	1	2	2	2	2	5	5	6	5	5	5	5	5	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	5.25	5	5	5.3125	26	2	5	6	5	2
371	1	0	16	16	1	1	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.25	6	6	6	5.8125	24	1	5	6	6	1
372	0	1	16	16	1	1	3	2	4	3	5	5	4	5	4	5	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5	4.75	4.25	4	4.5	30	2	5	9	4	3
373	1	1	8	7	0.875	0		1		1		7		7		6		7		6		7		2		2		1		2		3		3		1		1	7	7	6.5	6.5	6.75		1				
374	1	1	16	16	1	1	2	2	2	2	3	5	4	6	3	4	4	4	4	6	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	4.5	3.75	4.5	4.6875	22	2	5	4	4	1
375	0	0	16	16	1	1	3	3	2	5	5	5	5	4	4	4	5	3	5	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.75	4.75	4	4.25	4.4375	22	2	4	4	6	1
376	1	0	4	3	0.75	0	2				6				5				6				2				1				1				2				6	6	5	6	5.75		1				
377	1	0	16	16	1	1	3	2	5	3	4	4	1	2	5	2	4	2	4	1	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	4.75	2.75	3.25	3.25	3.5	21	2	4	3	4	1
378	0	0	16	16	1	1	2	4	4	2	3	3	3	5	3	3	4	4	3	3	3	3	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5	3.5	3.5	3	3.75	19	1	2	1	3	2
379	1	1	16	16	1	1	7	5	7	7	1	3	7	5	2	4	6	4	1	4	6	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	1.5	4	4	3.75	3.3125	27	1	6	10	5	1
380	0	1	16	16	1	1	2	2	3	1	6	6	5	6	5	5	5	5	5	5	4	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6	5.75	5	4.75	5.375	26	1	5	3	5	1
381	1	0	16	16	1	1	2	2	3	2	5	6	5	6	4	6	4	5	4	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.75	5.5	4.75	4.75	5.1875	22	1	5	2	4	2
382	0	1	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4	4	4	4	4	23	1	6	4	5	1
383	1	1	16	16	1	1	6	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	6	6	6	5.9375	21	1	4	8	6	3
384	1	1	16	16	1	1	1	2	2	1	6	7	6	7	5	6	6	6	6	5	7	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.5	6.5	5.75	6	6.1875	25	2	2	5	5	1
385	0	0	16	16	1	1	3	3	3	3	4	3	4	4	4	3	4	4	4	3	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5	3.75	3.75	3.75	4.0625	20	2	4	2	4	1
386	0	0	8	7	0.875	0	4			4	5			5	4			3	4			2	1			1	2			1	3			3	2			2	4	5	3.5	3	3.875		1				
387	0	0	16	16	1	1	6	4	3	1	4	4	5	7	5	5	5	7	6	5	4	7	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.5	5	5.5	5.5	5.125	28	2	5	6	3	1
388	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	3.75	4	3.9375	27	1	3	4	4	2
389	0	1	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4	4	4	4	4	32	2	5	4	4	2
390	0	1	16	16	1	1	1	2	2	1	5	4	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.5	4.75	5	5	5.3125	18	1	2	8	4	2
391	1	0	16	16	1	1	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	5	5	5	5.25	25	1	4	4	3	3
392	1	0	16	16	1	1	2	2	2	2	5	5	6	5	6	5	6	5	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	5.25	5.5	5	5.4375	34	2	5	6	5	1
393	0	1	16	16	1	1	2	1	2	3	5	6	7	5	7	6	7	5	5	4	7	7	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6	5.75	6.25	5.75	5.9375	19	2	2	2	6	1
394	1	1	16	16	1	1	2	3	2	2	5	5	4	5	5	5	5	5	4	5	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	4.75	5	4.25	4.9375	22	1	4	4	5	1
395	1	1	16	16	1	1	3	2	4	4	4	5	4	5	5	5	4	4	4	5	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4.75	4.5	4.5	4.25	4.5	58	2	6	3	5	1
396	1	0	16	16	1	1	2	2	2	2	5	5	5	5	5	5	5	5	5	4	4	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	5	5	4.5	5.125	51	1	5	4	4	1
