id	goodinfo	condemn	qAnswered	totalCorrect	percCorrect	ansall	dowork	doromantic	doacademic	dodrugs	trustswork	trustsromantic	trustsacademic	trustsdrugs	trustgwork	trustgromantic	trustgacademic	trustgdrugs	likework	likeromantic	likeacademic	likedrugs	compq1work	compq1romantic	compq1academic	compq1drugs	compq2work	compq2romantic	compq2academic	compq2drugs	compq3work	compq3romantic	compq3academic	compq3drugs	compq4work	compq4romantic	compq4academic	compq4drugs	sumdo	sumtrusts	sumtrustg	sumlike	sumtotal	age	gender	edu	income	generaltrust	previousexperience
670	0	1	16	16	1	1	6	7	5	5	2	2	2	4	2	2	2	2	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	2.25	2.5	2	4	2.6875	25	2	2	5	7	1
671	1	0	4	3	0.75	0			7				4				3				4				2				1				1				2		1	4	3	4	3		1				
672	1	1	16	16	1	1	4	1	3	1	3	6	5	5	3	5	4	5	3	4	5	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	4.75	4.25	4	4.6875	36	1	6	10	4	1
673	0	1	16	16	1	1	4	2	2	2	1	5	3	3	1	4	3	2	1	4	3	3	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.5	3	2.5	2.75	3.4375	32	1	5	7	6	1
674	1	1	16	16	1	1	1	1	1	1	5	6	6	6	6	6	6	6	5	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	5.75	6	5.25	6	28	2	5	6	5	1
675	1	1	16	16	1	1	1	1	2	1	6	7	6	7	7	7	7	6	6	7	6	7	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.75	6.5	6.75	6.5	6.625	28	1	5	8	6	1
676	1	0	8	8	1	0			2	2			5	5			5	5			5	5			2	2			1	1			3	3			2	2	6	5	5	5	5.25		2				
677	0	0	16	16	1	1	2	2	2	3	2	3	5	4	5	4	4	4	4	4	3	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5.75	3.5	4.25	4	4.375	18	1	2	7	5	1
678	0	1	16	16	1	1	1	1	3	4	4	7	5	1	3	6	5	1	4	7	6	2	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.75	4.25	3.75	4.75	4.625	21	2	4	7	7	1
679	1	0	16	16	1	1	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	4	4	4	4.5	21	2	4	1	5	2
680	0	1	16	16	1	1	3	5	2	3	3	1	4	5	3	2	2	3	3	3	3	2	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.75	3.25	2.5	2.75	3.3125	25	1	5	6	3	1
681	0	0	16	16	1	1	3	1	5	2	3	6	4	6	4	5	5	3	3	5	4	5	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5.25	4.75	4.25	4.25	4.625	42	2	5	2	2	1
682	1	1	16	16	1	1	1	2	1	2	7	5	7	7	6	4	6	5	6	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.5	6.5	5.25	5.25	5.875	31	2	4	5	2	1
683	0	0	16	16	1	1	4	5	5	5	5	4	5	5	5	5	5	5	5	5	6	6	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	3.25	4.75	5	5.5	4.625	57	2	4	6	6	1
684	0	0	12	10	0.833333313	0		4	4	4		4	4	4		4	4	4		4	4	4		1	1	1		1	1	3		3	3	2		2	2	2	4	4	4	4	4		1				
685	1	0	16	16	1	1	2	2	3	2	6	6	5	5	6	6	5	4	6	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.75	5.5	5.25	5.25	5.4375	67	1	5	6	6	1
686	1	0	16	16	1	1	1	1	1	1	6	5	6	6	6	6	5	6	6	5	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	7	5.75	5.75	5.75	6.0625	26	1	5	1	5	3
687	1	0	16	16	1	1	2	1	1	2	6	6	6	5	5	6	6	3	5	5	5	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.5	5.75	5	4.75	5.5	29	2	4	4	4	3
688	0	1	4	3	0.75	0		4				7				5				5				2				1				3				1			4	7	5	5	5.25		2				
689	0	1	16	16	1	1	2	3	2	2	5	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.75	4.25	4	4	4.5	35	2	3	4	6	3
690	1	1	16	16	1	1	2	3	2	2	6	5	5	6	6	5	5	5	5	4	5	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.75	5.5	5.25	4.75	5.3125	58	1	4	5	6	1
691	1	0	16	16	1	1	7	1	7	1	7	7	7	7	7	7	7	7	7	7	7	7	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	4	7	7	7	6.25	26	2	4	6	5	1
692	1	1	16	16	1	1	1	3	2	1	7	6	6	7	6	5	6	5	5	5	5	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.25	6.5	5.5	5.25	5.875	39	2	6	1	6	1
693	0	0	16	16	1	1	3	3	3	3	4	3	3	3	3	3	3	3	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5	3.25	3	4	3.8125	18	2	4	1	3	1
694	1	0	16	15	0.9375	1	3	4	1	5	3	4	4	1	3	4	5	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	3	2	2	2	4.75	3	4	4	3.9375		2				
695	0	0	16	16	1	1	4	3	3	4	3	4	4	4	2	4	4	4	3	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.5	3.75	3.5	3.75	3.875	25	1	5	6	5	2
696	0	1	16	16	1	1	3	4	2	2	5	5	5	5	6	4	5	5	4	5	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.25	5	5	4.25	4.875	22	1	4	3	6	2
697	0	0	16	16	1	1	3	4	3	3	5	4	5	5	5	4	5	5	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4.75	4.75	4.75	4	4.5625	36	2	5	6	5	1
698	1	1	16	16	1	1	2	2	2	2	6	6	6	7	6	6	6	6	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	6.25	6	6	6.0625	28	2	5	8	6	2
699	0	1	16	16	1	1	4	4	4	4	4	4	4	3	3	4	3	3	4	4	4	3	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4	3.75	3.25	3.75	3.6875	25	2	5	5	6	2
700	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	24	1	5	1	4	1
701	1	0	16	16	1	1	2	2	3	2	5	6	4	4	4	5	3	3	4	5	4	3	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5.75	4.75	3.75	4	4.5625	18	1	4	1	4	2
702	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4.25	4	4.0625	25	2	4	5	3	1
703	1	1	16	16	1	1	2	4	5	3	4	3	3	4	3	4	3	3	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4.5	3.5	3.25	4	3.8125	27	2	5	6	5	1
704	1	1	16	16	1	1	2	2	5	5	5	5	3	5	4	5	5	5	5	6	4	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4.5	4.5	4.75	5.25	4.75	24	1	5	6	4	1
705	0	1	16	16	1	1	4	5	5	6	3	2	6	5	6	4	5	6	6	1	3	3	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	3	4	5.25	3.25	3.875	39	1	5	7	5	2
706	1	1	16	16	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	7	7	7	7	7	22	1	5	5	7	3
707	1	0	16	16	1	1	2	2	6	2	6	6	6	6	6	6	6	6	6	6	6	6	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	5	6	6	6	5.75	53	2	4	5	3	1
708	0	1	16	16	1	1	5	4	4	4	5	5	6	5	4	4	6	5	5	5	4	6	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	3.75	5.25	4.75	5	4.6875	19	2	4	4	5	3
709	1	1	4	3	0.75	0			1				7				7				4				2				1				3				2		7	7	7	4	6.25		2				
710	0	1	16	16	1	1	2	1	2	1	6	6	6	6	6	5	6	6	6	6	5	6	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.5	6	5.75	5.75	6	22	2	5	4	5	2
711	0	0	8	8	1	0			4	4			4	4			4	4			4	4			1	1			1	1			3	3			2	2	4	4	4	4	4		2				
712	0	0	16	16	1	1	3	2	2	2	5	5	5	6	5	5	5	2	5	5	5	7	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5.75	5.25	4.25	5.5	5.1875	42	2	6	6	6	2
713	1	1	16	16	1	1	1	1	2	1	6	6	5	6	6	6	5	5	5	5	5	6	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6.75	5.75	5.5	5.25	5.8125	43	2	5	9	5	1
714	1	0	12	11	0.916666687	0	1	1		1	7	6		7	7	6		6	7	6		6	2	2		1	1	1		1	3	3		3	2	2		2	7	6.666666508	6.333333492	6.333333492	6.583333492		1				
715	1	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	38	1	4	3	6	2
716	0	1	16	16	1	1	2	3	4	4	5	4	4	4	4	4	4	4	3	5	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	4.75	4.25	4	4	4.25	39	1	2	6	4	2
717	0	0	16	16	1	1	5	4	5	4	3	4	3	4	4	4	3	3	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	3.5	3.5	3.5	4	3.625	35	1	4	7	3	3
718	0	1	12	11	0.916666687	0	2	7		1	4	5		5	5	5		5	4	5		5	3	1		1	1	1		1	3	3		3	1	1		1	4.666666985	4.666666508	5	4.666666508	4.75		2				
719	0	0	4	2	0.5	0			4				4				4				5				2				2				3				2		4	4	4	5	4.25		1				
720	1	0	16	16	1	1	2	2	2	1	6	6	5	6	6	5	5	6	5	5	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6.25	5.75	5.5	5	5.625	70	2	2	5	5	1
721	1	1	12	11	0.916666687	0		1	1	1		7	7	7		7	7	7		7	7	7		2	2	2		1	1	1		3	3	2		1	1	1	7	7	7	7	7		1				
722	1	1	16	16	1	1	2	3	3	2	5	5	4	5	5	4	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.5	4.75	4.25	4	4.625	48	1	5	6	6	2
723	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	53	2	6	2	2	1
724	1	0	16	16	1	1	2	2	2	2	6	6	5	5	6	6	5	5	6	6	5	5	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	5.5	5.5	5.5	5.625	25	1	5	4	7	1
725	0	1	16	16	1	1	2	1	2	1	6	7	5	7	6	7	5	7	5	7	6	7	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.5	6.25	6.25	6.25	6.3125	20	1	4	1	6	3
726	1	1	16	16	1	1	4	5	3	3	5	4	4	5	4	3	4	4	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4.25	4.5	3.75	4	4.125	19	2	2	1	4	1
727	1	1	16	15	0.9375	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	2	2	2	2	1	1	1	1	3	3	3	2	1	1	1	1	7	7	7	7	7		1				
728	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	31	1	5	8	5	1
729	0	1	16	16	1	1	3	1	1	1	6	6	7	7	6	5	6	7	6	6	5	7	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	6.5	6.5	6	6	6.25	26	1	2	7	7	3
730	1	1	16	16	1	1	3	2	4	4	1	7	5	4	3	6	3	3	2	7	5	2	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	4.75	4.25	3.75	4	4.1875	27	1	4	1	6	1
731	1	0	16	14	0.875	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	2	1	2	2	1	2	1	1	3	3	3	3	2	2	2	2	7	6	6	6	6.25		1				
732	0	1	16	16	1	1	3	3	3	3	4	4	4	4	4	5	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5	4	4.25	4	4.3125	20	1	2	4	4	1
733	0	0	4	3	0.75	0			4				4				4				4				1				3				3				2		4	4	4	4	4		1				
734	1	0	16	16	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	7	7	7	6.25	6.8125	26	1	5	8	4	1
735	0	0	16	16	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	4	4	4	4	44	2	2	4	4	2
736	0	1	16	16	1	1	4	5	4	4	6	3	5	5	4	5	4	4	6	4	5	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	3.75	4.75	4.25	5	4.4375	36	1	5	6	5	1
737	0	0	16	16	1	1	2	2	2	4	4	6	4	4	4	5	4	4	4	4	4	3	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5.5	4.5	4.25	3.75	4.5	23	1	5	1	3	1
738	1	1	16	16	1	1	3	2	3	3	5	5	5	5	6	5	5	5	4	5	4	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	5.25	5	5.25	4.5	5	21	1	4	5	3	1
739	1	0	16	16	1	1	6	1	3	3	4	6	4	4	3	5	5	4	4	4	6	3	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	4.75	4.5	4.25	4.25	4.4375	21	1	4	1	5	3
740	0	1	4	3	0.75	0	2				4				2				4				1				1				1				1				6	4	2	4	4		2				
741	0	0	16	16	1	1	4	2	3	2	5	3	3	4	5	4	4	4	4	3	4	3	1	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	5.25	3.75	4.25	3.5	4.1875	33	1	5	6	3	1
742	1	1	4	3	0.75	0		3				4				4				3				2				1				1				1			5	4	4	3	4		1				
743	1	1	16	16	1	1	2	2	3	1	4	6	4	6	3	6	4	6	3	5	3	5	2	2	2	2	1	1	1	1	3	3	3	3	1	1	1	1	6	5	4.75	4	4.9375	59	2	2	3	7	1
744	1	0	16	16	1	1	6	6	6	6	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	2	3	2	2	2.25	27	1	5	2	5	2
745	0	1	16	16	1	1	6	1	2	1	5	6	5	6	5	5	5	5	5	4	3	5	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	5.5	5.5	5	4.25	5.0625	33	1	2	5	5	1
746	0	0	4	3	0.75	0		4				4				4				4				1				1				2				2			4	4	4	4	4		1				
747	1	0	16	16	1	1	2	2	2	2	5	5	6	5	5	4	5	5	4	4	4	4	2	2	2	2	1	1	1	1	3	3	3	3	2	2	2	2	6	5.25	4.75	4	5	27	2	2	1	5	2
